68.7962458134,68.7896509171,68.7929499149,68.8003578186,68.7950789928,68.7988688946,68.8035359383,68.8073530197,68.8015749454,68.8061189651,68.8091938496,68.8128838539,68.8078019619,68.8112449646,68.8146250248,68.8088638783,68.8128969669,68.8171219826,68.8208329678,68.8144779205,68.8184909821,68.8225688934,68.8169410229,68.82178092,68.8249938488,68.8292610645,68.8226139545,68.825428009,68.8290090561,68.8223249912,68.8260979652,68.8296999931,68.8224070072,68.8274230957,68.8302829266,68.8340189457,68.8276438713,68.8317737579,68.8360228539,68.8302488327,68.8334937096,68.8367648125,68.8395056725,68.8333508968,68.8365876675,68.8393058777,68.8327777386,68.8368878365,68.8400688171,68.8440687656,68.8377387524,68.8419818878,68.8458127975,68.8399977684,68.843916893,68.8468537331,68.8495328426,68.8435838223,68.8460698128,68.8488178253,68.8424038887,68.8450858593,68.8478317261,68.8501329422,68.8426668644,68.8452208042,68.8477427959,68.8404479027,68.8426437378,68.8450517654,68.8474628925,68.8401129246,68.8424417973,68.8447318077,68.8370518684,68.839152813,68.8414237499,68.8438799381,68.8358387947,68.8382937908,68.8404519558,68.8324229717,68.8346498013,68.836774826,68.8388519287,68.8311188221,68.8331978321,68.8352708817,68.827162981,68.8293249607,68.8313019276,68.8332459927,68.8250439167,68.8272118568,68.8291909695,68.820909977,68.8223679066,68.8244569302,68.816931963,68.8191900253,68.821336031,68.8144700527,68.8160829544,68.8180799484,68.8201539516,68.8122220039,68.8142619133,68.8162970543,68.8083739281,68.8104598522,68.812568903,68.8147668839,68.8071329594,68.8093080521,68.8122708797,68.8037080765,68.8058450222,68.8083360195,68.8112030029,68.803196907,68.8049170971,68.8071780205,68.7993767262,68.8017756939,68.8035268784,
68.7970249653,68.7904708385,68.7950439453,68.8016757965,68.7961339951,68.799893856,68.8044669628,68.8079819679,68.8026478291,68.8067648411,68.8098750114,68.8035628796,68.8081510067,68.8119850159,68.8157548904,68.8094329834,68.8141169548,68.8174169064,68.8110949993,68.8154020309,68.8197689056,68.8239359856,68.8187198639,68.8220398426,68.8252520561,68.8295249939,68.8228979111,68.8259470463,68.82990098,68.8226230145,68.8258280754,68.8294420242,68.8321490288,68.8263530731,68.8297131062,68.8330030441,68.8271257877,68.8310017586,68.8351948261,68.8394777775,68.8327217102,68.8359947205,68.8387327194,68.8318688869,68.8360738754,68.8385307789,68.8419966698,68.8363707066,68.8392968178,68.8432948589,68.8374826908,68.8417217731,68.845556736,68.8397397995,68.8436608315,68.8463277817,68.8490078449,68.8430657387,68.8458108902,68.8485498428,68.8520958424,68.8445398808,68.8472819328,68.8498868942,68.8424227238,68.844976902,68.8474988937,68.8499889374,68.842373848,68.8448219299,68.8467748165,68.8389308453,68.8413069248,68.8435928822,68.8458757401,68.8381528854,68.8404688835,68.8427898884,68.8345079422,68.8364648819,68.8391578197,68.8413507938,68.8335909843,68.835777998,68.8378198147,68.8298799992,68.8317158222,68.8339948654,68.8358709812,68.8281188011,68.8299019337,68.8319208622,68.8240838051,68.8260259628,68.8277819157,68.829556942,68.8214569092,68.8231868744,68.825001955,68.8167200089,68.8190069199,68.8209869862,68.8230638504,68.8152098656,68.8170330524,68.8191099167,68.8111739159,68.8132500648,68.8154599667,68.8175349236,68.809623003,68.8117060661,68.8138899803,68.8162970543,68.8084318638,68.8102989197,68.8126499653,68.8046250343,68.8069710732,68.8092808723,68.8114550114,68.8036959171,68.805480957,68.8077058792,68.7999038696,
68.7986907959,68.7917118073,68.7969589233,68.804224968,68.7980339527,68.8029010296,68.8065648079,68.8005959988,68.8051660061,68.8082330227,68.8113670349,68.8058960438,68.8105449677,68.8136608601,68.8072879314,68.8113808632,68.8157420158,68.8200619221,68.8139629364,68.8182320595,68.8223109245,68.8166530132,68.8211939335,68.824452877,68.8285119534,68.8218300343,68.8251709938,68.8284919262,68.8215520382,68.8245949745,68.8285388947,68.831635952,68.825054884,68.8294510841,68.83248806,68.8260917664,68.8304867744,68.8340597153,68.8389077187,68.832202673,68.835477829,68.8381998539,68.8313548565,68.8354897499,68.8379797935,68.8417408466,68.8349118233,68.8387198448,68.8417818546,68.8359048367,68.8406808376,68.8438568115,68.8479578495,68.8426048756,68.8453009129,68.8479778767,68.8510677814,68.8443527222,68.8471047878,68.8502879143,68.8434567451,68.846118927,68.8488037586,68.851392746,68.8439428806,68.8459498882,68.849298954,68.841452837,68.8441298008,68.8463077545,68.8387007713,68.8410878181,68.8433699608,68.8456578255,68.8379349709,68.8402488232,68.8425197601,68.8342988491,68.8372168541,68.8389167786,68.841124773,68.83335495,68.8355779648,68.8376028538,68.8296499252,68.8319149017,68.8337957859,68.8360719681,68.8279268742,68.8300909996,68.8321099281,68.8238689899,68.8256149292,68.8275918961,68.8297388554,68.8216388226,68.8233690262,68.825414896,68.8171138763,68.819370985,68.8215110302,68.8234109879,68.8155579567,68.8173818588,68.8194599152,68.8115270138,68.8135869503,68.8156268597,68.8177039623,68.8097908497,68.8119008541,68.8140859604,68.8064649105,68.8087780476,68.8108010292,68.812994957,68.8049860001,68.8073329926,68.8097820282,68.8019549847,68.8045539856,68.8062748909,68.8085401058,68.800968647,68.8033828735,
68.7990279198,68.792555809,68.7985639572,68.7945759296,68.7985098362,68.8032209873,68.8069629669,68.8012619019,68.8057579994,68.8088359833,68.8124918938,68.8074119091,68.8109128475,68.8140449524,68.8080859184,68.8116388321,68.8154690266,68.8191308975,68.8137049675,68.8179719448,68.8220510483,68.8161308765,68.8200778961,68.8233270645,68.8271849155,68.8215708733,68.8246529102,68.8279750347,68.821295023,68.8240799904,68.8271329403,68.8311228752,68.8245410919,68.8288810253,68.8322310448,68.8345389366,68.828805685,68.8330338001,68.8369057178,68.8299908638,68.833234787,68.8365077972,68.8392477036,68.8324267864,68.8363318443,68.8390476704,68.8325166702,68.8366286755,68.8395528793,68.8427786827,68.8364188671,68.8412048817,68.8450448513,68.8492128849,68.8431448936,68.8458137512,68.8484938145,68.8424859047,68.8452858925,68.8477358818,68.8508067131,68.8439657688,68.8467438221,68.8493509293,68.8419337273,68.8444807529,68.8467707634,68.8490698338,68.8416838646,68.8438997269,68.8470048904,68.8391599655,68.8419687748,68.8442499638,68.8465359211,68.8389048576,68.841203928,68.8434638977,68.8356308937,68.8380868435,68.8402447701,68.8322138786,68.8344278336,68.836575985,68.8386449814,68.8307218552,68.8327989578,68.8348689079,68.826967001,68.8291158676,68.8310828209,68.8330569267,68.8252339363,68.8270208836,68.8290088177,68.8205189705,68.8225808144,68.8242759705,68.8261678219,68.8184640408,68.8206110001,68.8227169514,68.8148598671,68.8166599274,68.8189108372,68.8209779263,68.8130550385,68.8150980473,68.8166329861,68.8087608814,68.8106279373,68.8127360344,68.8161039352,68.8076410294,68.8106338978,68.8128290176,68.8048188686,68.8071658611,68.8094480038,68.8116219044,68.8038630486,68.8058149815,68.807872057,68.800069809,68.8022346497,
68.8002579212,68.8042619228,68.811221838,68.8054540157,68.8092110157,68.8138518333,68.8176670074,68.8118948936,68.8164668083,68.8195579052,68.8132479191,68.8184459209,68.8215889931,68.8249099255,68.8191428185,68.823540926,68.8279819489,68.8216149807,68.8256709576,68.8300280571,68.8346898556,68.8293008804,68.8325538635,68.8355090618,68.8300478458,68.8338389397,68.8372020721,68.8404939175,68.8335030079,68.8368740082,68.8405740261,68.8337569237,68.8376820087,68.8417170048,68.8455789089,68.839581728,68.8438026905,68.8476977348,68.8410458565,68.844263792,68.8476867676,68.8408408165,68.8441348076,68.8471238613,68.8501217365,68.8443796635,68.84766078,68.8508427143,68.8548407555,68.8501207829,68.8533446789,68.8574438095,68.8520417213,68.854752779,68.8574616909,68.860809803,68.8540956974,68.8568468094,68.8593318462,68.8529407978,68.8556017876,68.8585608006,68.8611178398,68.8536777496,68.8562328815,68.8585019112,68.8509619236,68.8534398079,68.8555898666,68.8579819202,68.8503627777,68.85293293,68.8549938202,68.8472759724,68.8495919704,68.8518638611,68.8540878296,68.8462569714,68.8487098217,68.8508849144,68.8428797722,68.8451309204,68.8471729755,68.8492498398,68.8413188457,68.8433969021,68.845471859,68.8375439644,68.8395187855,68.8415138721,68.8434348106,68.8354249001,68.8374028206,68.839373827,68.8312749863,68.83355093,68.8352138996,68.8276920319,68.8298389912,68.8316848278,68.8335859776,68.8257329464,68.8275558949,68.8296329975,68.8218729496,68.8237559795,68.8257949352,68.8278720379,68.8201248646,68.8222360611,68.8244199753,68.8167989254,68.8191399574,68.8213019371,68.8235809803,68.8156740665,68.8180000782,68.8202819824,68.8121218681,68.8153140545,68.8175389767,68.8097367287,68.8120687008,68.8136978149,68.8146157265,
68.801265955,68.8059928417,68.8128268719,68.8068568707,68.8106119633,68.8159348965,68.8102228642,68.8144738674,68.8179388046,68.8210759163,68.8147768974,68.8193030357,68.8229808807,68.8267428875,68.8207240105,68.8246879578,68.8282418251,68.8228349686,68.8261919022,68.8305449486,68.8349478245,68.829818964,68.8328108788,68.8366689682,68.8309869766,68.8341388702,68.837460041,68.8407759666,68.8332419395,68.836616993,68.8402938843,68.8340260983,68.8379399776,68.8414549828,68.8448178768,68.8390648365,68.8432908058,68.8471727371,68.8405058384,68.8437507153,68.8473827839,68.8505828381,68.8436198235,68.8468677998,68.8495628834,68.8432738781,68.8471467495,68.8503258228,68.854326725,68.8479948044,68.8528218269,68.8569188118,68.8502547741,68.854175806,68.8565847874,68.8592638969,68.853323698,68.8563287258,68.859074831,68.8526797295,68.8553447723,68.8580758572,68.8603758812,68.8529098034,68.8554649353,68.8579838276,68.8502187729,68.8529267311,68.8553359509,68.8577508926,68.8498518467,68.8521878719,68.8544697762,68.8467867374,68.8493728638,68.8516447544,68.8536717892,68.8460478783,68.8485028744,68.8506608009,68.8426709175,68.8448958397,68.8469748497,68.8490507603,68.8409209251,68.8429989815,68.8450708389,68.8373548985,68.8389070034,68.8408927917,68.8428678513,68.8348529339,68.8366408348,68.8388259411,68.830108881,68.8320038319,68.8339128494,68.8358039856,68.828099966,68.8302438259,68.8323419094,68.8342809677,68.825906992,68.8277299404,68.829805851,68.8216998577,68.8239219189,68.825963974,68.8280389309,68.8199579716,68.822067976,68.8242528439,68.8166320324,68.8189458847,68.8211350441,68.823456049,68.8153309822,68.8176670074,68.8196148872,68.8117880821,68.8143560886,68.8161489964,68.8183729649,68.8105716705,68.8127486706,
68.8031289577,68.8078689575,68.8138179779,68.8076138496,68.8123979568,68.8162508011,68.8109498024,68.8154628277,68.8185260296,68.8216598034,68.8166069984,68.8198518753,68.8243498802,68.8184838295,68.8220179081,68.8267788887,68.8304188251,68.8242208958,68.8294990063,68.8328509331,68.8271989822,68.8315198421,68.8347358704,68.8389439583,68.8323540688,68.8356850147,68.8387498856,68.8320679665,68.8348648548,68.8389239311,68.8413798809,68.8347990513,68.8391940594,68.8427438736,68.8368647099,68.8407437801,68.844316721,68.849219799,68.8424646854,68.8457357883,68.8484568596,68.8416118622,68.8446457386,68.8476366997,68.8512227535,68.8446366787,68.8479197025,68.8515238762,68.8456459045,68.8503768444,68.8536016941,68.8577008247,68.8523447514,68.8550417423,68.8577198982,68.8515808582,68.854973793,68.8580338955,68.8610637188,68.8542618752,68.8570077419,68.8596417904,68.8521797657,68.8547339439,68.8572568893,68.85952878,68.851913929,68.8545928001,68.8572337627,68.8496229649,68.851749897,68.8540308475,68.8563158512,68.8486528397,68.8509569168,68.8530158997,68.8454208374,68.847878933,68.8498289585,68.8515889645,68.8440098763,68.8459777832,68.848045826,68.8400979042,68.8421468735,68.8446438313,68.8367519379,68.8384969234,68.8406670094,68.8424890041,68.8342728615,68.8368308544,68.8386199474,68.8310928345,68.8330059052,68.8348209858,68.8265309334,68.8288269043,68.8311610222,68.8332378864,68.8253839016,68.8272080421,68.8292858601,68.821352005,68.823417902,68.8252658844,68.8273398876,68.8194289207,68.8215210438,68.823704958,68.8252708912,68.8185999393,68.820966959,68.8231630325,68.8151600361,68.8175010681,68.819947958,68.8128628731,68.8151459694,68.8173720837,68.8095698357,68.8119018078,68.8136136532,68.8144488335,68.8057818413,
68.8056709766,68.8122389317,68.8065559864,68.8102359772,68.8148579597,68.8194818497,68.8132398129,68.8170599937,68.8201999664,68.8138878345,68.8187549114,68.8222849369,68.8261349201,68.8196918964,68.8244278431,68.8277208805,68.8213539124,68.8259298801,68.8302838802,68.8344099522,68.8290410042,68.8322958946,68.83639884,68.8297870159,68.8331589699,68.8368759155,68.8402299881,68.8329539299,68.8363568783,68.8399579525,68.8326780796,68.8371648788,68.840542078,68.8442800045,68.8385286331,68.8415136337,68.8454627991,68.8397347927,68.8429777622,68.8462517262,68.8489897251,68.842168808,68.8458137512,68.8487896919,68.8522558212,68.8454318047,68.8490366936,68.8520407677,68.8461618423,68.8509457111,68.8547847271,68.8582139015,68.8528878689,68.8555576801,68.858235836,68.851323843,68.8546097279,68.857424736,68.860547781,68.8537118435,68.8564019203,68.8590457439,68.8616597652,68.8542368412,68.8570139408,68.8597588539,68.8521437645,68.8543598652,68.8565368652,68.8493919373,68.8515298367,68.8538117409,68.8560957909,68.8483717442,68.8507168293,68.8532528877,68.845209837,68.8474619389,68.8500368595,68.8420059681,68.8442189693,68.8463768959,68.8484458923,68.8405227661,68.8423647881,68.8441958427,68.8364698887,68.8383078575,68.8402788639,68.842676878,68.8346529007,68.8362338543,68.8382120132,68.830726862,68.8327949047,68.834638834,68.8363499641,68.8286449909,68.8308138847,68.8328900337,68.8250348568,68.8268368244,68.8287189007,68.8303408623,68.8228418827,68.8249108791,68.8271529675,68.8192448616,68.8209760189,68.823071003,68.8249349594,68.8172998428,68.8204669952,68.8233299255,68.8155009747,68.8178339005,68.820114851,68.8130300045,68.8147509098,68.8169939518,68.8091907501,68.8116488457,68.8138227463,68.8147828579,68.8059058189,
68.809265852,68.8057968616,68.8095529079,68.8141508102,68.8184688091,68.8141570091,68.8173530102,68.8207828999,68.8144760132,68.819576025,68.8233089447,68.8170158863,68.8210878372,68.825209856,68.828868866,68.8234448433,68.8277058601,68.8317840099,68.8263938427,68.8303358555,68.8341939449,68.8374419212,68.8320939541,68.8349108696,68.8382339478,68.8318078518,68.8343360424,68.8391840458,68.8418929577,68.8369050026,68.8400270939,68.8437590599,68.8373856544,68.8412568569,68.8457198143,68.8418936729,68.8452086449,68.8479437828,68.8410978317,68.8443908691,68.8482718468,68.8514838219,68.8451728821,68.8498108387,68.8530368805,68.8472259045,68.8514637947,68.855301857,68.8594818115,68.8534018993,68.8560707569,68.8587508202,68.8528068066,68.8555498123,68.8582918644,68.8613228798,68.8548278809,68.8575868607,68.8606197834,68.8531527519,68.8557069302,68.8582267761,68.8507118225,68.8531799316,68.8558487892,68.8584709167,68.8508689404,68.8531517982,68.8554389477,68.847714901,68.8500299454,68.8520829678,68.8447458744,68.8466789722,68.8494098186,68.8431267738,68.8453509808,68.8473727703,68.849449873,68.8415169716,68.8435969353,68.8456718922,68.837733984,68.8397119045,68.8417308331,68.8336539268,68.8358039856,68.8380019665,68.8399248123,68.8318209648,68.8337318897,68.8356218338,68.8278918266,68.8300390244,68.8321509361,68.8339989185,68.8262569904,68.8279058933,68.8299798965,68.8220469952,68.8240919113,68.8261299133,68.8182070255,68.820291996,68.8224020004,68.8245868683,68.8169660568,68.819478035,68.8214690685,68.8138749599,68.816026926,68.8181679249,68.8210349083,68.8135299683,68.8159818649,68.8180389404,68.8102366924,68.8124017715,68.8139896393,68.8154478073,68.8060727119,68.8064057827,68.8074886799,68.7986557484,68.8013148308,
68.8134758472,68.8071959019,68.8113818169,68.8156149387,68.8199799061,68.8137009144,68.8176460266,68.8204929829,68.814180851,68.8190279007,68.8226339817,68.8264679909,68.819950819,68.8249499798,68.8285019398,68.8231790066,68.8273289204,68.8308649063,68.825206995,68.8295600414,68.8330669403,68.8369259834,68.8313088417,68.8343970776,68.8377170563,68.8410358429,68.8338198662,68.8373889923,68.8408639431,68.8342828751,68.8384749889,68.8419749737,68.8458359241,68.8393228054,68.8435456753,68.8474366665,68.8407857418,68.8440077305,68.847083807,68.8502616882,68.8438768387,68.8473796844,68.8498628139,68.8441207409,68.8474037647,68.8505837917,68.8545818329,68.84983778,68.8530888557,68.8571867943,68.8505117893,68.8544716835,68.8571727276,68.8605287075,68.8538398743,68.8565888405,68.8595917225,68.8531997204,68.8558607101,68.858317852,68.860875845,68.8533978462,68.8565237522,68.8588087559,68.8512208462,68.8536698818,68.8560779095,68.8582408428,68.8506219387,68.8526828289,68.8552207947,68.8474957943,68.8498108387,68.852301836,68.8449718952,68.8476707935,68.8496208191,68.8517968655,68.8438007832,68.8461778164,68.8482458591,68.840323925,68.8425908089,68.8444149494,68.8462719917,68.8386869431,68.8404707909,68.8422989845,68.8344619274,68.8364508152,68.8384280205,68.8303189278,68.8321859837,68.8340950012,68.835985899,68.8282818794,68.8304300308,68.8325419426,68.8246450424,68.8264570236,68.8282549381,68.8307900429,68.8223979473,68.8244318962,68.8264658451,68.818543911,68.8208069801,68.8229029179,68.8251030445,68.8174669743,68.8201088905,68.8224570751,68.814440012,68.8168029785,68.8191139698,68.8213288784,68.8133640289,68.8156468868,68.8182060719,68.8104038239,68.8125677109,68.8141567707,68.8056147099,68.8062398434,68.8071978092,
